model,text,text_hash,predicted_label,predicted_score,all_labels,all_scores,status
facebook_bart,HERNIORRHAPHY,92f1ee9b6704cc17f32a6da5d6b193e7,high severity,0.8041238188743591,"['high severity', 'critical', 'medium severity', 'low severity', 'moderate severity']","[0.8041238188743591, 0.11055314540863037, 0.03453665226697922, 0.02905512973666191, 0.021731240674853325]",success
facebook_bart,MOTORCYCLE REMOVAL,8567466ecfc39cd7b23a845f25db5056,critical,0.3695181608200073,"['critical', 'medium severity', 'moderate severity', 'high severity', 'low severity']","[0.3695181608200073, 0.20197030901908875, 0.18910636007785797, 0.15566562116146088, 0.08373954892158508]",success
facebook_bart,HYSTERECTOIA BY LAPAROSCOPY,45fb7d66532b9e57d40b672aaf108ad2,high severity,0.7061631679534912,"['high severity', 'critical', 'medium severity', 'low severity', 'moderate severity']","[0.7061631679534912, 0.1504788100719452, 0.0727095827460289, 0.038923230022192, 0.03172527998685837]",success
facebook_bart,ENDOSCOPY PLUS COLONOSCOPY,85a37ee015fc8149b502a4a22717c34d,high severity,0.37330183386802673,"['high severity', 'critical', 'medium severity', 'moderate severity', 'low severity']","[0.37330183386802673, 0.30284398794174194, 0.20106475055217743, 0.07307062298059464, 0.04971882700920105]",success
facebook_bart,ENDOSCOPY,0fd6f2bc8627703554f4db09279ef437,high severity,0.39954715967178345,"['high severity', 'critical', 'medium severity', 'low severity', 'moderate severity']","[0.39954715967178345, 0.28663963079452515, 0.1338035762310028, 0.11984467506408691, 0.0601649135351181]",success
facebook_bart,ENDOMETRIAL BIOPSY PLUS HYSTEROSCOPY,853a38989ff16a377b1aa8d7f74cfae4,high severity,0.6674089431762695,"['high severity', 'critical', 'medium severity', 'low severity', 'moderate severity']","[0.6674089431762695, 0.1700890213251114, 0.09854187816381454, 0.03609268739819527, 0.02786743827164173]",success
facebook_bart,TENDOSYNOVECTOMY OF F,7d4bd9142300dbffad1463842b40ac50,high severity,0.27052047848701477,"['high severity', 'critical', 'low severity', 'medium severity', 'moderate severity']","[0.27052047848701477, 0.23694072663784027, 0.21535943448543549, 0.15240010619163513, 0.12477928400039673]",success
facebook_bart,ENDOSCOPY,0fd6f2bc8627703554f4db09279ef437,high severity,0.39954715967178345,"['high severity', 'critical', 'medium severity', 'low severity', 'moderate severity']","[0.39954715967178345, 0.28663963079452515, 0.133803591132164, 0.11984467506408691, 0.0601649209856987]",success
facebook_bart,LEFT ANKLE RSTROSCOPY,bcfa7587e980a76cd1c8e08bdcae6ad8,critical,0.3564179241657257,"['critical', 'medium severity', 'high severity', 'moderate severity', 'low severity']","[0.3564179241657257, 0.2123468816280365, 0.17906616628170013, 0.14480376243591309, 0.10736522078514099]",success
facebook_bart,RIGHT INGUINAL AND UMBILICAL HERNIORRHAPHY,049886f5c5078d7c9454a4eb50c29d89,medium severity,0.3193897604942322,"['medium severity', 'high severity', 'critical', 'moderate severity', 'low severity']","[0.3193897604942322, 0.23458944261074066, 0.22471097111701965, 0.15227623283863068, 0.06903359293937683]",success
facebook_bart,UMBILICAL HERNIORRHAPHY AND CIRCUMCISION,2e4a38dfaa384c959d0bf035081c6917,high severity,0.3387988805770874,"['high severity', 'medium severity', 'critical', 'moderate severity', 'low severity']","[0.3387988805770874, 0.30663731694221497, 0.16963399946689606, 0.13216638565063477, 0.0527634359896183]",success
facebook_bart,SPINE DEBRIDEMENT AND SEQUESTRECTOMY,44f34af8cafd0c95dd4e46b060aaf96b,critical,0.4186881184577942,"['critical', 'high severity', 'medium severity', 'moderate severity', 'low severity']","[0.4186881184577942, 0.20378345251083374, 0.17948086559772491, 0.11877970397472382, 0.07926783710718155]",success
facebook_bart,COLONOSCOPY,02da9b48fd7cc758baa7c744217a8d42,critical,0.4213297367095947,"['critical', 'high severity', 'medium severity', 'low severity', 'moderate severity']","[0.4213297367095947, 0.2350022941827774, 0.15814658999443054, 0.09839485585689545, 0.08712651580572128]",success
facebook_bart,SPHINTEROTOMY.,71651359a25da889a6a9b73cc5c30e49,high severity,0.4177823066711426,"['high severity', 'critical', 'medium severity', 'low severity', 'moderate severity']","[0.4177823066711426, 0.21183742582798004, 0.17771178483963013, 0.10226685553789139, 0.09040163457393646]",success
facebook_bart,"CURETTAGE, AMPUTATION, AND REMODELING OF FLAPS OF LEFT HAND FINGERS.",d8f2a8c8fcc7ee58bd7640d6a1843f14,critical,0.5456497669219971,"['critical', 'medium severity', 'moderate severity', 'high severity', 'low severity']","[0.5456497669219971, 0.149017795920372, 0.13006027042865753, 0.10920719802379608, 0.0660649836063385]",success
facebook_bart,LAPAROSCOPIC HYSTERECTOMY,bf375a9bce3090c1b84fa6c66325d190,high severity,0.8682008981704712,"['high severity', 'critical', 'medium severity', 'low severity', 'moderate severity']","[0.8682008981704712, 0.08725473284721375, 0.021514859050512314, 0.015176931396126747, 0.007852536626160145]",success
facebook_bart,OTS RIGHT CLAVICLE.,1be9b89de6b187dda7e3df2b20e9882b,critical,0.2960812747478485,"['critical', 'medium severity', 'high severity', 'moderate severity', 'low severity']","[0.2960812747478485, 0.2280030995607376, 0.19494333863258362, 0.145211324095726, 0.13576094806194305]",success
facebook_bart,PROSTATE TUR,ea02e95468b29f222f0dcea001315bc8,high severity,0.2896958589553833,"['high severity', 'medium severity', 'moderate severity', 'low severity', 'critical']","[0.2896958589553833, 0.22416874766349792, 0.18703384697437286, 0.1515093743801117, 0.1475921869277954]",success
facebook_bart,CESAREA,2e0d804dd196c9cb15511c65345a48d9,high severity,0.5464704632759094,"['high severity', 'critical', 'medium severity', 'low severity', 'moderate severity']","[0.5464704632759094, 0.22174838185310364, 0.09374871850013733, 0.06967312097549438, 0.06835926324129105]",success
facebook_bart,EVDA AND COLONOSCOPY,27dfa36f9d079facf07cbd32eb574f54,critical,0.4367337226867676,"['critical', 'high severity', 'medium severity', 'moderate severity', 'low severity']","[0.4367337226867676, 0.22335746884346008, 0.17356982827186584, 0.10559884458780289, 0.0607401579618454]",success
facebook_bart,NASOFIBROLARINGOSCOPY,cb8457e53c03bad55163015bb262c2a4,critical,0.41744324564933777,"['critical', 'medium severity', 'high severity', 'moderate severity', 'low severity']","[0.41744324564933777, 0.16957919299602509, 0.15887591242790222, 0.14261431992053986, 0.11148727685213089]",success
facebook_bart,QUADRANTECTOMY + FLAP.,4d8648e1472053a47bc9bb2273efe54d,medium severity,0.2806110382080078,"['medium severity', 'critical', 'high severity', 'moderate severity', 'low severity']","[0.2806110382080078, 0.23739588260650635, 0.22464455664157867, 0.18673039972782135, 0.07061821967363358]",success
facebook_bart,LAMINECTOMY AND DISECTOMY L4-L5 LEFT,5131aa5b4b68f37339befb366df84e18,critical,0.2782564163208008,"['critical', 'high severity', 'medium severity', 'moderate severity', 'low severity']","[0.2782564163208008, 0.21119168400764465, 0.20944036543369293, 0.17078518867492676, 0.1303263157606125]",success
facebook_bart,"UMBILICAL HERNIORRHAPHY, PREAURICULAR APPENDIX RESECTION.",1664d2a50de475447f31ade27a917678,medium severity,0.3485136926174164,"['medium severity', 'high severity', 'moderate severity', 'critical', 'low severity']","[0.3485136926174164, 0.2648426294326782, 0.1633767932653427, 0.15877731144428253, 0.06448957324028015]",success
facebook_bart,CIRCUMCISION.,267f133bb4b9ec91051b47b2e9bc94b0,critical,0.6583189368247986,"['critical', 'high severity', 'medium severity', 'moderate severity', 'low severity']","[0.6583189368247986, 0.12025146931409836, 0.11326617747545242, 0.06406302750110626, 0.044100359082221985]",success
facebook_bart,BRAIN MRI.,d914ef588f21fc2bfddd74e8f01f80e7,high severity,0.49190032482147217,"['high severity', 'critical', 'medium severity', 'moderate severity', 'low severity']","[0.49190032482147217, 0.2273309975862503, 0.12976065278053284, 0.08097146451473236, 0.07003656774759293]",success
facebook_bart,MRI OF THE PANCREAS,1cd57f5a2872d5546339e3d34663c3a8,critical,0.4160112142562866,"['critical', 'medium severity', 'high severity', 'moderate severity', 'low severity']","[0.4160112142562866, 0.1813330352306366, 0.17521628737449646, 0.1444343626499176, 0.08300504833459854]",success
facebook_bart,THYORIDECTOMY,0c3a015d40ce9affc7bf323a025c6d56,critical,0.37536415457725525,"['critical', 'high severity', 'medium severity', 'moderate severity', 'low severity']","[0.37536415457725525, 0.3523796498775482, 0.09782013297080994, 0.0897575169801712, 0.08467850089073181]",success
facebook_bart,RIGHT SHOULDER ARTHRSCOPY,165b46991275fa54a68975db4187944c,critical,0.37076106667518616,"['critical', 'medium severity', 'moderate severity', 'high severity', 'low severity']","[0.37076106667518616, 0.21749433875083923, 0.18781137466430664, 0.12724986672401428, 0.0966833233833313]",success
facebook_bart,UMBILICAL HERNIORPHY.,7db5c5bd5ccb064bf276635cedf32aac,moderate severity,0.3708671033382416,"['moderate severity', 'medium severity', 'high severity', 'low severity', 'critical']","[0.3708671033382416, 0.3098081946372986, 0.17594857513904572, 0.09432787448167801, 0.04904821515083313]",success
facebook_bart,LEFT PERCUTANEOUS NEPHROLITHOTOMY,8bb453f77067dc436cce6c94bfbb9522,low severity,0.24389885365962982,"['low severity', 'critical', 'high severity', 'medium severity', 'moderate severity']","[0.24389885365962982, 0.2341350018978119, 0.21668899059295654, 0.16609589755535126, 0.1391812413930893]",success
facebook_bart,LEFT BREAST QUADRANTECTOMY,6d6776dba20d944f382a3aebad9871c0,critical,0.3509426712989807,"['critical', 'high severity', 'medium severity', 'moderate severity', 'low severity']","[0.3509426712989807, 0.21916210651397705, 0.19606652855873108, 0.1510128527879715, 0.08281584084033966]",success
facebook_bart,LASER CYSTOTLITHOTOMY,fa4e9d924e3327e6b5479657793461c4,high severity,0.5470960140228271,"['high severity', 'low severity', 'critical', 'medium severity', 'moderate severity']","[0.5470960140228271, 0.24490581452846527, 0.10363005846738815, 0.06328316777944565, 0.041084978729486465]",success
facebook_bart,BREAST RECONSTRUCTION,b90c4bb93e44e869a32de478377934e1,critical,0.4364721477031708,"['critical', 'medium severity', 'moderate severity', 'high severity', 'low severity']","[0.4364721477031708, 0.1889837682247162, 0.16290931403636932, 0.1361829787492752, 0.07545178383588791]",success
facebook_bart,COGULATION WITH ARGON PLASMA.,65838940aae0ad8b0a1cf3df0f31b759,critical,0.3822179138660431,"['critical', 'medium severity', 'moderate severity', 'high severity', 'low severity']","[0.3822179138660431, 0.2013295441865921, 0.1891656219959259, 0.12276699393987656, 0.10451987385749817]",success
facebook_bart,CARDIAC CATHETERIZATION,f4d0addf4e69de5ec30076a9d4c9113a,critical,0.4040299654006958,"['critical', 'high severity', 'medium severity', 'moderate severity', 'low severity']","[0.4040299654006958, 0.2200762778520584, 0.15886124968528748, 0.12462127208709717, 0.09241123497486115]",success
facebook_bart,PARTIAL HEPATECTOMY + BILE WAY RECONSTRUCTION.,4d279d4b55dde9dc445c70d17f1e4717,critical,0.36273691058158875,"['critical', 'medium severity', 'moderate severity', 'high severity', 'low severity']","[0.36273691058158875, 0.19423383474349976, 0.19034892320632935, 0.15965767204761505, 0.09302263706922531]",success
facebook_bart,AORTIC VALVE AND ASCENDING AORTA REPLACEMENT,d91bef0a8a95288f380aba2d0f82ed2c,critical,0.48507097363471985,"['critical', 'high severity', 'medium severity', 'moderate severity', 'low severity']","[0.48507097363471985, 0.18156686425209045, 0.14677105844020844, 0.1243596225976944, 0.06223142519593239]",success
facebook_bart,EXPLORATORY LAPAROTMY.,28125ee62972140aeedb77e304b013f5,critical,0.29460400342941284,"['critical', 'moderate severity', 'medium severity', 'low severity', 'high severity']","[0.29460400342941284, 0.2513369917869568, 0.22057226300239563, 0.14481016993522644, 0.08867652714252472]",success
facebook_bart,BONE MARROW DONOR.,3da4eb619e378a2d615840206d416ef0,moderate severity,0.31420984864234924,"['moderate severity', 'critical', 'medium severity', 'high severity', 'low severity']","[0.31420984864234924, 0.22412408888339996, 0.20799346268177032, 0.19252799451351166, 0.06114467605948448]",success
facebook_bart,LEFT HIP AERTHROSCOPY.,bdf6c00de3b61d1f1ed7399dceb3e081,high severity,0.5452623963356018,"['high severity', 'critical', 'medium severity', 'low severity', 'moderate severity']","[0.5452623963356018, 0.21424496173858643, 0.11365532875061035, 0.06565402448177338, 0.06118328869342804]",success
facebook_bart,UMBILICAL HERNIORRHAPHY,00868bfcdc32bd4406f8f33565ad228d,medium severity,0.44151508808135986,"['medium severity', 'moderate severity', 'high severity', 'low severity', 'critical']","[0.44151508808135986, 0.2549333870410919, 0.15722955763339996, 0.07810696959495544, 0.06821499019861221]",success
facebook_bart,ORCHIDOPEXY AND HERNIORRHAPHY,731c50be50a5ee831a3a973ba9b0202a,high severity,0.47722098231315613,"['high severity', 'critical', 'medium severity', 'moderate severity', 'low severity']","[0.47722098231315613, 0.2602204382419586, 0.14031973481178284, 0.07096762955188751, 0.0512712299823761]",success
facebook_bart,LEFT KNEE ARTHROSCOPY,c77eca734425fcc2903a97bfddbeb38e,high severity,0.4140104651451111,"['high severity', 'critical', 'medium severity', 'moderate severity', 'low severity']","[0.4140104651451111, 0.2956233620643616, 0.15075871348381042, 0.07957426458597183, 0.060033220797777176]",success
facebook_bart,DX LAPAROSCOPY,f8b85de075b86fc9c658926d30b22f89,critical,0.24397097527980804,"['critical', 'high severity', 'low severity', 'medium severity', 'moderate severity']","[0.24397097527980804, 0.22934004664421082, 0.21984785795211792, 0.19744141399860382, 0.10939973592758179]",success
facebook_bart,COLELAP,1dd067aff1b38d56e1548415a8a0d45f,critical,0.3168063759803772,"['critical', 'medium severity', 'moderate severity', 'high severity', 'low severity']","[0.3168063759803772, 0.21968403458595276, 0.1759120374917984, 0.159843310713768, 0.12775418162345886]",success
facebook_bart,INFILTRATION,3bdd17e4bc7215ee5c3e92dede0a64f6,critical,0.2994343638420105,"['critical', 'high severity', 'medium severity', 'moderate severity', 'low severity']","[0.2994343638420105, 0.23059703409671783, 0.2261548787355423, 0.14424729347229004, 0.09956646710634232]",success
facebook_bart,LAPAROSCOPY MYOMECTOMY,cfb4c073c2abe364e837b0cdb6948dea,medium severity,0.5063048601150513,"['medium severity', 'moderate severity', 'critical', 'high severity', 'low severity']","[0.5063048601150513, 0.14396971464157104, 0.14212840795516968, 0.1295250505208969, 0.07807200402021408]",success
facebook_bart,ORTHOPEDIC CX MEDIUM COMPLEXITY,4f804f5c8569ac6ada592d13ff211037,moderate severity,0.44465842843055725,"['moderate severity', 'medium severity', 'low severity', 'critical', 'high severity']","[0.44465842843055725, 0.3810359537601471, 0.11638165265321732, 0.049118053168058395, 0.00880590733140707]",success
facebook_bart,IMPLANTABLE CATHETER,762eafd4d17c811cd39738d33d009827,critical,0.37722256779670715,"['critical', 'medium severity', 'moderate severity', 'low severity', 'high severity']","[0.37722256779670715, 0.21223367750644684, 0.2108919769525528, 0.12020411342382431, 0.07944769412279129]",success
facebook_bart,HYSTERESCOPY AND POLYP RESECTION,5dacd2756580cca15e007c712f08bcf0,high severity,0.7175485491752625,"['high severity', 'critical', 'medium severity', 'moderate severity', 'low severity']","[0.7175485491752625, 0.13964654505252838, 0.07517194002866745, 0.03803915157914162, 0.029593782499432564]",success
facebook_bart,RIGHT HAND CARPAL TUNNEL RELEASE,d27991138d8a1f82a022c246b8e76266,critical,0.4222971796989441,"['critical', 'medium severity', 'moderate severity', 'high severity', 'low severity']","[0.4222971796989441, 0.17511314153671265, 0.16870827972888947, 0.14065474271774292, 0.09322663396596909]",success
facebook_bart,ANOPERINEAL FISTULECTOMY,ce5971bd3a98fceb0cc0ffdbe0afe6b3,critical,0.40508466958999634,"['critical', 'medium severity', 'moderate severity', 'high severity', 'low severity']","[0.40508466958999634, 0.1933079957962036, 0.19019383192062378, 0.12161043286323547, 0.08980308473110199]",success
facebook_bart,MEDIUM COMPLEXITY HANDHELD CX,d5937d4252c451e8d3bba4fac4c6b5c7,moderate severity,0.4702261984348297,"['moderate severity', 'medium severity', 'low severity', 'critical', 'high severity']","[0.4702261984348297, 0.4000319540500641, 0.09601563960313797, 0.028405891731381416, 0.005320269614458084]",success
facebook_bart,IMPLANTABLE CATHETER REMOVAL,f6be76f9e0ca05618e2e3e10e6d89698,critical,0.4558752477169037,"['critical', 'medium severity', 'moderate severity', 'low severity', 'high severity']","[0.4558752477169037, 0.17981024086475372, 0.16845054924488068, 0.10183528065681458, 0.09402861446142197]",success
facebook_bart,PANCREATODUODENECTOMY,86d55cb27b284a67f05271a1e1ba188d,critical,0.2705533504486084,"['critical', 'high severity', 'medium severity', 'moderate severity', 'low severity']","[0.2705533504486084, 0.22429348528385162, 0.1894700676202774, 0.1635846644639969, 0.15209850668907166]",success
facebook_bart,HYSTEROSCOPY,e19ad9de39b287392bf7f29d4ca718c7,high severity,0.8088721036911011,"['high severity', 'critical', 'medium severity', 'low severity', 'moderate severity']","[0.8088721036911011, 0.09019866585731506, 0.048571836203336716, 0.030630886554718018, 0.02172645553946495]",success
facebook_bart,CYST RESECTION AND FLAP RECONSTRUCTION,70b0fda4be6d0b7e0e1a693b24ff56c2,critical,0.38209936022758484,"['critical', 'moderate severity', 'medium severity', 'high severity', 'low severity']","[0.38209936022758484, 0.19462430477142334, 0.18914338946342468, 0.14525724947452545, 0.0888756811618805]",success
facebook_bart,IQ: TENORRHAPHY OF FINGER FLEXORS (EACH) WITH NEURORRHAPHY,7ec09514f9fcec9a28695189870baead,high severity,0.639305591583252,"['high severity', 'critical', 'medium severity', 'low severity', 'moderate severity']","[0.639305591583252, 0.14837539196014404, 0.09499478340148926, 0.06296933442354202, 0.05435485765337944]",success
facebook_bart,REMOVAL OF IMPLANTABLE CATHETER,e8bb9ab4577263126f5996118420929b,medium severity,0.2697448432445526,"['medium severity', 'critical', 'high severity', 'moderate severity', 'low severity']","[0.2697448432445526, 0.2404129058122635, 0.2281017005443573, 0.16645139455795288, 0.09528916329145432]",success
facebook_bart,"CYSTOPEXY, HYSTERECTOMY- COLPORRHAPHY",8dbc368ae0feca1a23263c58dca074fb,high severity,0.6886683702468872,"['high severity', 'critical', 'medium severity', 'low severity', 'moderate severity']","[0.6886683702468872, 0.18051612377166748, 0.07054892182350159, 0.03185586631298065, 0.028410756960511208]",success
facebook_bart,OPEN REDUCTION OF CONGENITAL DISLOCATION OF THE RIGHT HIP,0e2434bdeea61db7b02ca6c65050dfd4,critical,0.5065943002700806,"['critical', 'high severity', 'medium severity', 'moderate severity', 'low severity']","[0.5065943002700806, 0.16443297266960144, 0.148723766207695, 0.11720460653305054, 0.06304436922073364]",success
facebook_bart,BILATERAL VERTEBRAL ARTERIOGRAPHY + ANGIOPLASTY,29b820dd290b791150531f5ee226844a,high severity,0.42387062311172485,"['high severity', 'medium severity', 'critical', 'moderate severity', 'low severity']","[0.42387062311172485, 0.29014360904693604, 0.1604878157377243, 0.07871320098638535, 0.04678468406200409]",success
facebook_bart,OPEN PROSTATECTOMY + EXTRACTION OF FOREIGN C. IN THE BLADDER,1c3b80b1ff49016e65ea008d93c9b0ac,critical,0.38603585958480835,"['critical', 'high severity', 'medium severity', 'moderate severity', 'low severity']","[0.38603585958480835, 0.2557043433189392, 0.16511890292167664, 0.11740895360708237, 0.07573189586400986]",success
facebook_bart,CHONDROPLASTY-MENISECTOMY,a26dc62cce847642857175e46575dfa4,high severity,0.26560649275779724,"['high severity', 'critical', 'medium severity', 'low severity', 'moderate severity']","[0.26560649275779724, 0.22649745643138885, 0.1752009391784668, 0.16743147373199463, 0.1652635782957077]",success
facebook_bart,BREAST QUADRANTECTOMY,4a22507549be5e09fab029d24075c2a9,critical,0.40544742345809937,"['critical', 'high severity', 'medium severity', 'moderate severity', 'low severity']","[0.40544742345809937, 0.22088667750358582, 0.16706180572509766, 0.12822794914245605, 0.0783761590719223]",success
facebook_bart,QUADRANTECTOMY IN THE RIGHT BREAST + FLAP ROTATION,c364afe4100ec4a8482f8a34ff3fe508,high severity,0.3707176744937897,"['high severity', 'critical', 'medium severity', 'moderate severity', 'low severity']","[0.3707176744937897, 0.3576582670211792, 0.14025253057479858, 0.08565054833889008, 0.04572099447250366]",success
facebook_bart,DIGESTIVE ENDOSCOPY,c9016ce66dab5e49cfd0697638aa72a5,high severity,0.2938580811023712,"['high severity', 'critical', 'low severity', 'medium severity', 'moderate severity']","[0.2938580811023712, 0.28988349437713623, 0.1804947853088379, 0.15692387521266937, 0.07883976399898529]",success
facebook_bart,BRAIN MRI,c6edef4341d0595dad7c518a3a86fd02,high severity,0.5160893797874451,"['high severity', 'critical', 'medium severity', 'low severity', 'moderate severity']","[0.5160893797874451, 0.21817488968372345, 0.12856602668762207, 0.07229825854301453, 0.06487145274877548]",success
facebook_bart,SUBTALAR ARTHRODESIS DISTRACTORY WITH OPEN WAY GRAFT LEFT FOOT,b964d16a6674dee6f4c049d0d9aec2db,critical,0.3518170118331909,"['critical', 'high severity', 'medium severity', 'moderate severity', 'low severity']","[0.3518170118331909, 0.26475074887275696, 0.19290030002593994, 0.10742729157209396, 0.08310464024543762]",success
facebook_bart,RIGHT FOOT TARSAL TUNNEL,ab82f234f8f65623f44536b46501efc8,critical,0.392483651638031,"['critical', 'high severity', 'medium severity', 'moderate severity', 'low severity']","[0.392483651638031, 0.19651488959789276, 0.18753144145011902, 0.14334769546985626, 0.08012235164642334]",success
facebook_bart,"IQ: SINGLE OR MULTIPLE UTERINE MYOMECTOMY BY HYSTEROSCOPY, SINGLE OR MULTIPLE UTERINE MYOMECTOMY BY LAPAROSCOPY",3c0f0b40b5bd148c214dac20736b2d77,critical,0.38271310925483704,"['critical', 'medium severity', 'moderate severity', 'high severity', 'low severity']","[0.38271310925483704, 0.200151726603508, 0.18913990259170532, 0.12350410223007202, 0.10449115931987762]",success
facebook_bart,SEPTORINOPLASTY,022270b141c176ad6147c580bcf03ade,high severity,0.7571274638175964,"['high severity', 'critical', 'medium severity', 'low severity', 'moderate severity']","[0.7571274638175964, 0.15285232663154602, 0.0402105413377285, 0.034631773829460144, 0.015177905559539795]",success
facebook_bart,"IQ: BONE DECORTICATION OR CURETAGE IN FACIAL BONE, BIOPSY OF MAXILLARY BONES",595adc85a579fe07211b8b4c50910123,critical,0.38807758688926697,"['critical', 'medium severity', 'moderate severity', 'high severity', 'low severity']","[0.38807758688926697, 0.21508465707302094, 0.17303107678890228, 0.12141481786966324, 0.10239189118146896]",success
facebook_bart,MASS RESECTION AND RECONSTRUCTION,921fee895a09cfdb71fd68d84c2792b5,high severity,0.40906018018722534,"['high severity', 'critical', 'medium severity', 'moderate severity', 'low severity']","[0.40906018018722534, 0.3568798005580902, 0.12762974202632904, 0.0743563175201416, 0.032073974609375]",success
